lat,lon,height,x,y,z
37.5492226,-122.2923771,-32.04283335468173,-2704884.2028820794,-4279964.324684952,3865877.304790849
37.5489911,-122.2921574,-32.07476268082857,-2704876.1433309563,-4279987.911971247,3865856.914654629
37.5487589,-122.2919374,-32.07269105404615,-2704868.1008804403,-4280011.576163832,3865836.48358128
37.5485248,-122.2917186,-32.04770150578022,-2704860.2262479323,-4280035.307635375,3865815.8992215823
37.5482889,-122.2915014,-32.02302090346813,-2704852.535861593,-4280059.0662173135,3865795.156218136
37.5480518,-122.2912846,-32.00191792148351,-2704844.9170143707,-4280082.872062034,3865774.305374749
37.5478143,-122.2910668,-31.99376268082857,-2704837.2322467915,-4280106.739238399,3865753.4113767254
37.5475771,-122.2908465,-31.998783584296703,-2704829.3441135096,-4280130.698380564,3865732.5356819183
37.5473396,-122.2906244,-31.99821736910939,-2704821.334530737,-4280154.763324094,3865711.6369275455
37.5471011,-122.2904017,-31.987702460378408,-2704813.3202797747,-4280178.920365994,3865690.656173668
37.5468617,-122.2901785,-31.948393514156344,-2704805.313197652,-4280203.171698088,3865669.6137035857
37.5466214,-122.2899548,-31.924432830810545,-2704797.2945861123,-4280227.487733802,3865648.482615641
37.5463803,-122.289731,-31.90251644897461,-2704789.296346957,-4280251.852788608,3865627.2798164585
37.5461391,-122.2895069,-31.8728761138916,-2704781.2823837944,-4280276.242827159,3865606.0728565794
37.5458975,-122.2892834,-31.856835845947263,-2704773.3217383437,-4280300.618223183,3865584.822341649
37.5456555,-122.28906,-31.829885617524383,-2704765.387439084,-4280325.019008231,3865563.5432077106
37.5454137,-122.2888353,-31.793319992005824,-2704757.352670893,-4280349.476098668,3865542.2874645814
37.5451713,-122.2886101,-31.74023732072115,-2704749.3090240504,-4280374.002095335,3865520.9889190067
37.544928,-122.2883848,-31.760040260672568,-2704741.259352996,-4280398.5353437,3865499.566690071
37.5446837,-122.2881592,-31.76385675859452,-2704733.2299687387,-4280423.150570168,3865478.0661346503
37.5444383,-122.2879327,-31.66881555625796,-2704725.214756607,-4280447.937362652,3865456.5289515583
37.5441928,-122.2877057,-31.59212388807535,-2704717.1578281526,-4280472.741101503,3865434.971715918
37.5439492,-122.2874804,-31.59131939482689,-2704709.126918831,-4280497.305016195,3865413.535366743
37.5437083,-122.2872578,-31.62637104552984,-2704701.184795937,-4280521.5629943535,3865392.314700453
37.5434693,-122.2870361,-31.63939257502556,-2704693.250406734,-4280545.684549168,3865371.274592746
37.5432301,-122.2868146,-31.58351552352309,-2704685.3671719055,-4280569.854208378,3865350.258802354
37.54299,-122.2865928,-31.494031990975145,-2704677.508076455,-4280594.111941021,3865329.1842219583
37.5427496,-122.2863698,-31.39441348797083,-2704669.5742631727,-4280618.450194169,3865308.0893490477
37.542508,-122.2861468,-31.39146262264252,-2704661.642661958,-4280642.792186421,3865286.8299013264
37.5422651,-122.2859237,-31.46437103307247,-2704653.718225749,-4280667.162302085,3865265.4097580267
37.5420215,-122.2856991,-31.500443282723428,-2704645.722411098,-4280691.6678643515,3865243.9503905308
37.5417774,-122.2854734,-31.465094099402428,-2704637.692523101,-4280716.301739361,3865222.490472623
37.5415326,-122.2852482,-31.40182447317243,-2704629.736901212,-4280740.970674435,3865200.9858957897
37.5412879,-122.2850237,-31.35328866860271,-2704621.8235249375,-4280765.59089796,3865179.481071228
37.5410443,-122.2848005,-31.31036028191448,-2704613.9649669807,-4280790.083032397,3865158.069563853
37.5408027,-122.2845791,-31.27660899746418,-2704606.1645664033,-4280814.369628401,3865136.828403137
37.5405625,-122.2843598,-31.323698356866835,-2704598.436064399,-4280838.422790764,3865115.661122071
37.5403228,-122.2841405,-31.43672178530693,-2704590.6613856335,-4280862.403096203,3865094.4976014257
37.5400838,-122.2839188,-31.474196438282725,-2704582.7139095953,-4280886.507242139,3865073.4416510416
37.5398442,-122.2836965,-31.469268695831296,-2704574.761040478,-4280910.702365785,3865052.358667616
37.5396037,-122.2834745,-31.467834282398226,-2704566.861419812,-4280934.932368796,3865031.194283904
37.5393623,-122.2832524,-31.493113434791564,-2704558.9753261087,-4280959.200566217,3865009.93435095
37.5391202,-122.2830297,-31.46806273937225,-2704551.0908044726,-4280983.570771833,3864988.6434122287
37.5388764,-122.2828071,-31.41982447752356,-2704543.2847786085,-4281008.048919252,3864967.216922642
37.5386293,-122.2825863,-31.41428708469868,-2704535.714151322,-4281032.6020665215,3864945.473924524
37.5383793,-122.2823669,-31.436885628283022,-2704528.3407548745,-4281057.235988863,3864923.458492487
37.5381288,-122.2821459,-31.40608459585905,-2704520.8882807554,-4281082.009743486,3864901.431520017
37.5378797,-122.2819214,-31.36555765226484,-2704513.1276419996,-4281106.8751131045,3864879.533610403
37.5376314,-122.2816946,-31.38494864791632,-2704505.1406749063,-4281131.763067897,3864857.669527394
37.5373826,-122.2814671,-31.39758902567625,-2704497.1221146286,-4281156.717098075,3864835.7654817044
37.5371336,-122.2812387,-31.422782926619053,-2704489.038005594,-4281181.716551194,3864813.836113765
37.5368853,-122.2810091,-31.48065017572045,-2704480.824906124,-4281206.710646127,3864791.948372771
37.5366377,-122.2807797,-31.50096956634521,-2704472.6171643897,-4281231.68037622,3864770.14504324
37.5363912,-122.2805502,-31.50624872392416,-2704464.3683873992,-4281256.601945859,3864748.4476159276
37.536145,-122.280321,-31.48469200578332,-2704456.142351488,-4281281.510118415,3864726.79287074
37.5358982,-122.2800932,-31.468568112820385,-2704448.0400886047,-4281306.382791498,3864705.0819389666
37.5356511,-122.2798668,-31.4598979600668,-2704440.049910211,-4281331.201459795,3864683.339991889
37.5354047,-122.2796397,-31.453341242372986,-2704431.981047341,-4281356.011657843,3864661.6582931727
37.5351598,-122.2794118,-31.437145744353533,-2704423.8021151717,-4281380.78025002,3864640.1144119008
37.5349165,-122.2791843,-31.36470405703783,-2704415.6189106824,-4281405.476125982,3864618.7455456653
37.5346741,-122.2789578,-31.27538306701184,-2704407.4848774676,-4281430.084591654,3864597.4661035417
37.5344315,-122.2787334,-31.17575633883476,-2704399.519153561,-4281454.612204985,3864576.1752687218
37.5341889,-122.2785111,-31.01129213646054,-2704391.7376127257,-4281479.0840937225,3864554.923865894
37.5339466,-122.2782897,-30.93253580224514,-2704383.9759994876,-4281503.438817018,3864533.6465810556
37.533705,-122.2780676,-30.93180450284481,-2704376.1035627658,-4281527.734178824,3864512.3833008194
37.5334638,-122.277844,-30.919,-2704368.1095086006,-4281552.085495379,3864491.162512871
37.533222,-122.2776203,-30.958452141165736,-2704360.107320102,-4281576.440723038,3864469.8570135
37.5329802,-122.2773957,-31.04656557619572,-2704352.017071982,-4281600.805731114,3864448.5218009315
37.532739,-122.2771701,-31.12292679655552,-2704343.8352097063,-4281625.191443785,3864427.246488475
37.5324978,-122.2769446,-31.150906552135943,-2704335.681110304,-4281649.604800305,3864406.0005832785
37.532256,-122.2767202,-31.142885636806486,-2704327.6459240373,-4281674.024600698,3864384.723734017
37.5320138,-122.2764967,-31.118288689434525,-2704319.699258411,-4281698.435828348,3864363.421709087
37.5317715,-122.276273,-31.07669014200568,-2704311.748259323,-4281722.873538192,3864342.12117159
37.5315307,-122.2760471,-31.06898861628771,-2704303.564142545,-4281747.306536127,3864320.9319375884
37.5312931,-122.2758182,-31.068679684460164,-2704295.0369679765,-4281771.693169898,3864300.0197806437
37.5310599,-122.2755881,-31.01722847503424,-2704286.2827147627,-4281795.919130574,3864279.5259808237
37.5308318,-122.2753592,-30.96011343514919,-2704277.4362117434,-4281819.8006348675,3864259.484447214
37.5306075,-122.2751311,-30.979834273993973,-2704268.4795728363,-4281843.375563856,3864239.7305056243
37.5303864,-122.2749017,-31.01708298394084,-2704259.3026421936,-4281866.817100362,3864220.247479452
37.5301674,-122.2746712,-31.01105229353905,-2704249.985831576,-4281890.219458533,3864200.975595839
37.5299509,-122.274439,-30.995752212047577,-2704240.4554590634,-4281913.565287919,3864181.929344565
37.5297383,-122.2742034,-30.980959775686262,-2704230.5297950027,-4281936.848238717,3864163.225995152
37.5295287,-122.2739654,-30.9505453363955,-2704220.3228960214,-4281960.083376464,3864144.7961608055
37.52932,-122.2737277,-30.97273129224777,-2704210.0834698128,-4281983.217568984,3864126.41344828
37.5291117,-122.2734901,-30.977711990058424,-2704199.844180998,-4282006.335644283,3864108.0763730095
37.5289031,-122.2732513,-30.963980003535745,-2704189.533782519,-4282029.53998458,3864089.7242409117
37.5286939,-122.2730112,-30.967794971227647,-2704179.140274655,-4282052.828144937,3864071.3085583067
37.5284836,-122.2727708,-30.9440427607298,-2704168.7755448367,-4282076.211760245,3864052.812797273
37.5282723,-122.2725297,-30.909371685862546,-2704158.399036892,-4282099.692829073,3864034.235617254
37.5280604,-122.2722886,-30.871052298903464,-2704148.0455464916,-4282123.21057268,3864015.607796088
37.5278487,-122.2720479,-30.83713343638182,-2704137.712681021,-4282146.694984443,3863996.994845633
37.5276384,-122.2718072,-30.803391688257456,-2704127.3290169723,-4282170.0991788395,3863978.5049619293
37.5274292,-122.2715657,-30.77544236505032,-2704116.8432168723,-4282193.474296605,3863960.108319622
37.5272197,-122.2713245,-30.787081138223407,-2704106.373719227,-4282216.825789035,3863941.661105599
37.5270087,-122.2710842,-30.8103080086112,-2704096.020539983,-4282240.212709976,3863923.0747517105
37.5267976,-122.2708434,-30.82244328218698,-2704085.6381117003,-4282263.636312595,3863904.486300312
37.526586,-122.270602,-30.86289448091388,-2704075.216711378,-4282287.097755841,3863885.83653873
37.5263737,-122.2703609,-30.929400520741936,-2704064.8317806693,-4282310.5675123,3863867.1092399736
37.5261603,-122.2701196,-30.969947698414327,-2704054.482411034,-4282334.126923144,3863848.3008781113
37.5259458,-122.2698777,-30.97549558377266,-2704044.142532219,-4282357.80092826,3863829.4169588108
37.5257296,-122.2696357,-30.943020920634268,-2704033.8724493776,-4282381.602254885,3863810.406509525
37.5255119,-122.2693938,-30.933,-2704023.654282427,-4282405.469476766,3863791.2502959953
37.5252932,-122.2691516,-30.94275312933325,-2704013.441220709,-4282429.394686632,3863771.99396054
37.5250755,-122.2689086,-30.95544420468807,-2704003.1308342963,-4282453.298446949,3863752.823802201
37.5248592,-122.2686649,-30.96043374413252,-2703992.720665816,-4282477.160308401,3863733.7815113557
37.5246443,-122.2684218,-30.973978154897694,-2703982.3009996903,-4282500.908018225,3863714.8571871724
37.5244308,-122.2681809,-30.98931846177578,-2703971.9942910005,-4282524.470600663,3863696.054947669
37.52422,-122.2679429,-31.000431897222995,-2703961.8084969944,-4282547.744751387,3863677.4928926444
37.5240115,-122.2677067,-31.0224014365077,-2703951.6694550156,-4282570.795134813,3863659.1266276864
37.5238033,-122.267471,-31.046546256542207,-2703941.555857488,-4282593.803246973,3863640.7853944045
37.5235941,-122.267235,-31.054547181695703,-2703931.4625823237,-4282616.893436814,3863622.3659197907
37.523384,-122.2669983,-31.07673220714927,-2703921.3432792188,-4282640.058526098,3863603.8585330714
37.5231733,-122.2667603,-31.10609343943,-2703911.145238805,-4282663.314380707,3863585.2939094477
37.522962,-122.2665212,-31.136278465121983,-2703900.8860978535,-4282686.655821384,3863566.675917667
37.5227502,-122.2662808,-31.156794980198143,-2703890.5517384773,-4282710.093606121,3863548.019750409
37.5225378,-122.266039,-31.16407251760364,-2703880.1398041765,-4282733.640563832,3863529.3187793707
37.5223246,-122.2657962,-31.17945467302204,-2703869.6783722467,-4282757.274935212,3863510.5423991345
37.5221114,-122.2655511,-31.18519641596079,-2703859.0489108884,-4282781.024240467,3863491.771837704
37.5219001,-122.2653019,-31.207309852570297,-2703848.0372907603,-4282804.847373191,3863473.1585013415
37.5216891,-122.2650503,-31.208804513812066,-2703836.843982977,-4282828.7803707905,3863454.584079079
37.5214767,-122.264799,-31.196,-2703825.729479647,-4282852.788750785,3863435.895076912
37.5212624,-122.2645491,-31.199546256065368,-2703814.781070279,-4282876.82862757,3863417.0288127796
37.5210467,-122.2643005,-31.22705066442489,-2703803.9700158336,-4282900.8710382935,3863398.0246656006
37.5208306,-122.2640526,-31.25023640277982,-2703793.2273532376,-4282924.906101934,3863378.987883778
37.5206149,-122.2638056,-31.266936295717954,-2703782.5400834368,-4282948.88010683,3863359.990208879
37.5203991,-122.2635607,-31.287691079080105,-2703772.011489425,-4282972.757936191,3863340.981207504
37.5201832,-122.263317,-31.30481332665682,-2703761.577551323,-4282996.587217488,3863321.965561569
37.5199674,-122.263073,-31.35252533066273,-2703751.1044355086,-4283020.404351262,3863302.9400339467
37.5197511,-122.262828,-31.38340143209696,-2703740.581543289,-4283044.30847259,3863283.8806917653
37.5195345,-122.2625823,-31.4106501646936,-2703730.0184901496,-4283068.2651336165,3863264.797095829
37.5193177,-122.2623365,-31.46111271864176,-2703719.445155077,-4283092.222302461,3863245.681701721
37.5191008,-122.2620909,-31.525526269078256,-2703708.8842777126,-4283116.1663188785,3863226.548953724
37.5188837,-122.2618457,-31.55019642409682,-2703698.377150242,-4283140.129473947,3863207.4227500516
37.5186666,-122.2616006,-31.54349653622508,-2703687.8905849997,-4283164.108877038,3863188.315596607
37.5184493,-122.2613549,-31.52786657771468,-2703677.3699684315,-4283188.133941066,3863169.196220783
37.5182313,-122.2611083,-31.5469800144732,-2703666.7924222546,-4283212.218108578,3863149.9940094687
37.5180125,-122.2608605,-31.56010391390324,-2703656.15637063,-4283236.4085708335,3863130.7249661903
37.5177932,-122.2606115,-31.554691079080108,-2703645.4562994954,-4283260.696595328,3863111.4231408555
37.5175733,-122.2603619,-31.558959089130163,-2703634.7287224815,-4283285.040658471,3863092.0625451715
37.5173532,-122.2601131,-31.534229467332366,-2703624.0802431107,-4283309.377777475,3863072.7019465384
37.5171339,-122.2598655,-31.465144823491578,-2703613.5111897867,-4283333.642221749,3863053.438728717
37.5169161,-122.2596184,-31.46806112378836,-2703602.894719304,-4283357.748969199,3863034.263653906
37.5166993,-122.2593718,-31.496876101434232,-2703592.2683906457,-4283381.757521058,3863015.1607838115
37.5164829,-122.2591266,-31.5083193833828,-2703581.7394538936,-4283405.688727441,3862996.10365125
37.5162672,-122.2588818,-31.50746420687437,-2703571.220180811,-4283429.569225809,3862977.1155766016
37.5160523,-122.2586373,-31.49711249732971,-2703560.6983029675,-4283453.396140334,3862958.2036572373
37.5158365,-122.2583935,-31.49023639562726,-2703550.2595612747,-4283477.23906207,3862939.210337693
37.5156193,-122.2581495,-31.50073034086824,-2703539.848825337,-4283501.159716437,3862920.0831392608
37.5154009,-122.2579044,-31.51901046192646,-2703529.395650308,-4283525.1955668,3862900.845504085
37.515182,-122.2576575,-31.521535794138902,-2703518.8324144883,-4283549.355422994,3862881.573390773
37.514963,-122.2574089,-31.51504184770584,-2703508.1493104594,-4283573.607185129,3862862.297910719
37.5147435,-122.2571592,-31.474609964877367,-2703497.416171852,-4283597.962118507,3862842.9990246356
37.5145231,-122.2569092,-31.430382153153417,-2703486.694475552,-4283622.385118536,3862823.623162638
37.5143012,-122.2566597,-31.416308923423287,-2703476.0513013694,-4283646.849956973,3862804.0968286092
37.5140782,-122.25641,-31.441297526299955,-2703465.4161139075,-4283671.360825186,3862784.4498115764
37.5138545,-122.2561588,-31.467751268625257,-2703454.69320547,-4283695.981419024,3862764.740219823
37.5136308,-122.2559059,-31.43123990088701,-2703443.869646596,-4283720.724385026,3862745.068912565
37.513407,-122.255652,-31.376650167256592,-2703432.982375459,-4283745.53229983,3862725.399751979
37.513183,-122.2553989,-31.385,-2703422.135278516,-4283770.271600967,3862705.6745988233
37.5129587,-122.2551468,-31.388989539682864,-2703411.375407199,-4283794.983712046,3862685.925631519
37.5127344,-122.2548943,-31.399319386243818,-2703400.582738436,-4283819.710365646,3862666.172744796
37.5125102,-122.2546403,-31.387825430333613,-2703389.683343667,-4283844.516640263,3862646.4418925066
37.5122859,-122.2543851,-31.388493022739887,-2703378.6924779173,-4283869.377013351,3862626.6947723357
37.5120608,-122.2541294,-31.39228869509697,-2703367.69154845,-4283894.304523954,3862606.8752588336
37.5118345,-122.2538735,-31.35955671775341,-2703356.734198071,-4283919.334480404,3862586.9722836907
37.5116073,-122.2536172,-31.35988656449318,-2703345.7651923005,-4283944.412490102,3862566.9698824375
37.5113789,-122.2533608,-31.36631938695908,-2703334.829192419,-4283969.559628479,3862546.8580589513
37.5111497,-122.253104,-31.37122687101364,-2703323.8925687484,-4283994.7723053815,3862526.676672741
37.5109199,-122.2528454,-31.365897958934305,-2703312.84711583,-4284020.110987699,3862506.4486351823
37.5106901,-122.2525847,-31.344712925881147,-2703301.6511392975,-4284045.55930666,3862486.2301910324
37.5104596,-122.2523223,-31.32167108666897,-2703290.353863612,-4284071.129004526,3862465.9511883454
37.5102282,-122.2520607,-31.32487610536814,-2703279.137530695,-4284096.694704393,3862445.576906212
37.5099977,-122.2518013,-31.34385518687964,-2703268.0463406025,-4284122.094503173,3862425.272192793
37.5097696,-122.2515431,-31.32630960786343,-2703256.9735691748,-4284147.324939042,3862405.200953674
37.5095439,-122.2512857,-31.279566244304178,-2703245.8862103447,-4284172.399970976,3862385.358729136
37.5093187,-122.2510298,-31.2753298470974,-2703234.87477446,-4284197.347059817,3862365.534583225
37.5090938,-122.2507756,-31.27035076451301,-2703223.9797391123,-4284222.197215628,3862345.7372427145
37.5088694,-122.2505224,-31.27086657959223,-2703213.138912356,-4284246.967850377,3862325.9805181017
37.5086463,-122.2502698,-31.27934123790264,-2703202.2924947706,-4284271.630461939,3862306.3333427315
37.5084256,-122.2500183,-31.27068154335022,-2703191.4488319955,-4284296.115428713,3862286.907842248
37.5082068,-122.2497693,-31.27153673246503,-2703180.7193635874,-4284320.367398565,3862267.6437713183
37.5079884,-122.2495233,-31.269031374514103,-2703170.201022383,-4284344.457149595,3862248.416907669
37.5077706,-122.2492792,-31.23892839753628,-2703159.814606259,-4284368.441410838,3862229.259617268
37.5075552,-122.2490359,-31.20492839753628,-2703149.4029261395,-4284392.253307176,3862210.315946712
37.5073415,-122.2487946,-31.18732984727621,-2703139.0723672123,-4284415.862613239,3862191.5119087156
37.5071283,-122.2485566,-31.175257314383984,-2703128.9680177174,-4284439.28387644,3862172.748474466
37.5069163,-122.2483208,-31.15223639950156,-2703118.9893598263,-4284462.540041889,3862154.097305359
37.5067054,-122.2480862,-31.14588563671708,-2703109.053534461,-4284485.66547489,3862135.532782156
37.5064952,-122.2478522,-31.1421229647398,-2703099.1360605275,-4284508.720791353,3862117.0282621207
37.5062859,-122.2476182,-31.130236400157216,-2703089.18939507,-4284531.730055275,3862098.6078765993
37.5060775,-122.2473831,-31.14737960749865,-2703079.115555206,-4284554.720235128,3862080.249005339
37.5058694,-122.2471474,-31.1669179378748,-2703068.9848378873,-4284577.719901887,3862061.915038751
37.5056607,-122.2469116,-31.141031372904777,-2703058.8873234494,-4284600.788986028,3862043.5558513873
37.5054516,-122.2466753,-31.119794045209886,-2703048.7646924835,-4284623.901331997,3862025.158564466
37.5052424,-122.2464378,-31.10801045763493,-2703038.551747239,-4284647.069594602,3862006.7466662107
37.5050327,-122.2462001,-31.094134350299832,-2703028.3425764567,-4284670.277203203,3861988.291968094
37.5048222,-122.2459624,-31.08388656497001,-2703018.160530186,-4284693.528028789,3861969.764572958
37.5046124,-122.2457246,-31.08765969491005,-2703007.9396510976,-4284716.734091131,3861951.290222172
37.5044051,-122.2454875,-31.07371198308468,-2702997.6883071326,-4284739.7760772975,3861933.046724949
37.5042018,-122.2452554,-31.051113435029983,-2702987.670152862,-4284762.359321997,3861915.1606308706
37.5040031,-122.2450304,-31.038474655389784,-2702978.012736322,-4284784.337983436,3861897.6734403684
37.5038076,-122.2448093,-31.042617864370342,-2702968.5243465607,-4284805.938460473,3861880.4577373536
37.5036132,-122.2445882,-31.059794045209884,-2702958.9906264483,-4284827.467269255,3861863.3309072643
37.5034182,-122.2443642,-31.05554533421993,-2702949.270572062,-4284849.181492195,3861846.1642484125
37.5032226,-122.2441363,-31.054679684877392,-2702939.2788940417,-4284871.111657499,3861828.942656981
37.5030245,-122.243907,-31.04356625014543,-2702929.27681476,-4284893.257554082,3861811.5071399244
37.5028232,-122.2436777,-31.030463273257016,-2702919.3907690197,-4284915.587598623,3861793.7910340508
37.502619,-122.2434481,-31.01080357903242,-2702909.5894355364,-4284938.101862338,3861775.8235321157
37.5024132,-122.2432163,-31.01706022176147,-2702899.670108435,-4284960.793893587,3861757.6993258703
37.5022069,-122.2429817,-31.0099693030417,-2702889.5648765825,-4284983.655477608,3861739.5391717674
37.5020001,-122.2427449,-30.954154343694448,-2702879.333581484,-4285006.682045889,3861721.3646061476
37.5017919,-122.2425068,-30.90994839045405,-2702869.0504355254,-4285029.842090802,3861703.0596538214
37.501582,-122.2422682,-30.88277312994004,-2702858.78378546,-4285053.1113783885,3861684.5945983347
37.5013712,-122.2420297,-30.877020915269853,-2702848.5478056627,-4285076.412937838,3861666.037204542
37.5011621,-122.2417926,-30.860351682186128,-2702838.3596889903,-4285099.558559715,3861647.6360902786
37.500956,-122.2415588,-30.85732030963897,-2702828.3042872376,-4285122.367847812,3861629.490773823
37.500754,-122.2413295,-30.923400776803494,-2702818.408227352,-4285144.68411088,3861611.664342146
37.500556,-122.241105,-31.01307068371773,-2702808.7168281414,-4285166.529461386,3861594.175706258
37.5003606,-122.2408848,-31.05504976904392,-2702799.2733352133,-4285188.055326263,3861576.944990615
37.5001669,-122.2406663,-31.10882289779186,-2702789.8905632007,-4285209.395874107,3861559.8567381892
37.4999739,-122.2404475,-31.14975128859281,-2702780.4654049054,-4285230.719131457,3861542.8378978213
37.4997815,-122.2402271,-31.18505069541932,-2702770.901181847,-4285252.08729512,3861525.8752720496
37.4995889,-122.2400053,-31.264977499485013,-2702761.2204156877,-4285273.502923575,3861508.8678257866
37.4993956,-122.2397813,-31.32589795523882,-2702751.408223745,-4285295.075027356,3861491.8102703914
37.4992031,-122.2395531,-31.308702454447747,-2702741.285970338,-4285316.851894187,3861474.870666883
37.4990135,-122.2393196,-31.226838385373355,-2702730.6899995343,-4285338.75638025,3861458.2257396807
37.4988292,-122.2390812,-31.1170731921792,-2702719.548165492,-4285360.60779151,3861442.0644350913
37.4986523,-122.2388395,-31.07889609482884,-2702707.862346901,-4285382.143883049,3861426.5111044534
37.4984808,-122.2385956,-31.085194575846195,-2702695.79837874,-4285403.445252324,3861411.406150818
37.498312,-122.2383487,-31.0585469134748,-2702683.426504238,-4285424.755884573,3861396.558962918
37.4981481,-122.2380967,-31.01077313089371,-2702670.505363001,-4285446.041183399,3861382.156064907
37.4979918,-122.2378392,-31.033391930907964,-2702656.868998057,-4285467.104304864,3861368.379494332
37.4978439,-122.2375776,-31.00314636933804,-2702642.645459289,-4285487.91620481,3861355.374729401
37.4977039,-122.2373138,-30.946297562509777,-2702627.983769788,-4285508.398208694,3861343.081761125
37.4975711,-122.2370469,-30.96831939411163,-2702612.7972086356,-4285528.561988952,3861331.374750315
37.4974459,-122.2367779,-30.960815871208908,-2702597.1920366427,-4285548.410257454,3861320.3549059927
37.4973308,-122.2365134,-30.95098001387716,-2702581.560319629,-4285567.470583805,3861310.22581482
37.497226,-122.2362563,-30.95789701968432,-2702566.1037016194,-4285585.58194503,3861300.993474197
37.4971283,-122.2360037,-30.95267015129328,-2702550.7328337934,-4285603.083394295,3861292.3937025177
37.4970361,-122.2357551,-30.96163878965378,-2702535.456840106,-4285620.072276299,3861284.2695809063
37.496949,-122.2355105,-30.98386473551393,-2702520.2905411357,-4285636.572081618,3861276.586460263
37.4968666,-122.2352674,-31.003865659236908,-2702505.0679147663,-4285652.733980374,3861269.3185444926
37.4967883,-122.2350242,-31.03716414809228,-2702489.684340638,-4285668.65731142,3861262.4035529294
37.4967134,-122.2347801,-31.0942566754818,-2702474.1007659296,-4285684.412765792,3861255.773458627
37.4966416,-122.2345344,-31.166462641716,-2702458.279317495,-4285700.056328274,3861249.4071299294
37.4965712,-122.234288,-31.2362662037611,-2702442.355988327,-4285715.654450906,3861243.1655354453
37.4965012,-122.2340418,-31.294152768164874,-2702426.4381600707,-4285731.228215054,3861236.9664115882
37.496432,-122.2337967,-31.33896864318848,-2702410.5792280603,-4285746.713087174,3861230.845682952
37.4963635,-122.2335542,-31.377050720214843,-2702394.8923165896,-4285762.039781468,3861224.7906867773
37.4962954,-122.2333144,-31.426834304809567,-2702379.387917216,-4285777.208355183,3861218.7637847117
37.4962275,-122.2330759,-31.45477313232422,-2702363.9827132314,-4285792.318784473,3861212.7677856265
37.4961587,-122.2328362,-31.45168154016137,-2702348.533225405,-4285807.558008855,3861206.7114193216
37.4960887,-122.2325938,-31.44411437091232,-2702332.926821956,-4285822.996097091,3861200.5521045523
37.4960176,-122.2323488,-31.434134337186816,-2702317.1665036865,-4285838.621231764,3861194.2973910393
37.4959459,-122.2321009,-31.40970150578022,-2702301.216905527,-4285854.427067041,3861187.9986353843
37.495874,-122.2318498,-31.370391622722146,-2702285.0413504634,-4285870.405175778,3861181.6913181595
37.4958019,-122.2315953,-31.34421548178792,-2702268.6130221053,-4285886.546189094,3861175.358389007
37.4957295,-122.231337,-31.346555782616143,-2702251.89909016,-4285902.864360089,3861168.9816787858
37.4956561,-122.2310757,-31.37082292336225,-2702234.9874040005,-4285919.366380567,3861162.5035590115
37.4955816,-122.2308117,-31.391803551226857,-2702217.9146733074,-4285936.060735599,3861155.9305712082
37.4955057,-122.2305454,-31.382102982401847,-2702200.7332171244,-4285952.9640881205,3861149.2529731807
37.4954279,-122.2302773,-31.379794035196305,-2702183.4823387354,-4285970.055876812,3861142.403561194
37.4953482,-122.2300076,-31.390618830621243,-2702166.1745659113,-4285987.322814205,3861135.378839544
37.4952683,-122.229735,-31.435721814483404,-2702148.6424525147,-4286004.71486692,3861128.3156341286
37.4951895,-122.2294589,-31.4678770532012,-2702130.8142581717,-4286022.217732761,3861121.357165418
37.4951107,-122.2291797,-31.47665969955921,-2702112.7639452782,-4286039.882403223,3861114.4129163
37.495031,-122.2288977,-31.46005225330591,-2702094.547231494,-4286057.747514494,3861107.404863177
37.4949506,-122.2286139,-31.382691634982827,-2702076.2466765563,-4286075.7782090595,3861100.372142398
37.4948704,-122.2283301,-31.19332302886248,-2702057.986191371,-4286093.872565632,3861093.4252036037
37.4947908,-122.228047,-30.86201652216911,-2702039.816392949,-4286111.994802328,3861086.617487524
37.4947114,-122.227764,-30.49604635453224,-2702021.6614185246,-4286130.124076058,3861079.848474233
37.4946311,-122.2274804,-30.24263228419423,-2702003.446241596,-4286148.257451019,3861072.931689365
37.4945492,-122.2271959,-30.13305224794149,-2701985.1604035683,-4286166.428084129,3861065.786454085
37.4944643,-122.2269104,-30.10755671656132,-2701966.8721386874,-4286184.760799838,3861058.3258558973
37.4943756,-122.2266241,-30.112763582348823,-2701948.647811588,-4286203.327713415,3861050.5119405678
37.4942832,-122.2263369,-30.134629252105952,-2701930.4822761463,-4286222.137251349,3861042.362060934
37.494187,-122.2260487,-30.172061190426348,-2701912.372111396,-4286241.200577168,3861033.868075048
37.4940877,-122.2257594,-30.1858044795394,-2701894.3012229223,-4286260.508749772,3861025.1155162454
37.4939862,-122.2254685,-30.30687161648273,-2701876.1443493576,-4286279.9459783295,3861016.1038915813
37.4938824,-122.225175,-30.700188017129896,-2701857.760501725,-4286299.454434005,3861006.7240086133
37.4937757,-122.2248794,-31.07431548342109,-2701839.331999518,-4286319.240437307,3860997.100423688
37.4936662,-122.2245836,-31.345478155910968,-2701821.03281931,-4286339.26490695,3860987.292933735
37.4935538,-122.2242898,-31.64838710671664,-2701802.974149791,-4286359.339397882,3860977.210736465
37.4934378,-122.2239988,-31.828543823272,-2701785.306419302,-4286379.569893344,3860966.88622823
37.4933188,-122.2237098,-31.878576662659647,-2701767.951282013,-4286399.964779905,3860956.3767294595
37.4931974,-122.2234221,-31.875978153765203,-2701750.801969389,-4286420.470765273,3860945.687906755
